id_estudiante,edad,genero,ciudad_origen,departamento_origen,estrato,puntaje_saber11,preferencia_area,universidad_codigo,universidad_nombre,universidad_departamento,universidad_tipo,universidad_acreditada,ranking_nacional,modalidad_programa,convenio_internacional,beca_disponible,eligio_universidad,cluster
170,17,0,3,0,4,258.3,4,1,3,2,0,1,2,1,1,1,0,2
171,23,0,3,2,5,250.6,4,3,2,0,1,1,5,0,0,0,0,2
172,23,0,2,2,3,330.7,2,1,3,2,0,1,2,1,0,0,0,2
173,20,0,4,0,6,373.2,4,3,2,0,1,1,5,0,1,1,1,2
174,24,1,1,4,5,341.5,4,4,0,1,0,0,30,2,0,1,1,2
175,19,0,4,1,1,316.9,4,3,2,0,1,1,5,2,0,0,0,2
176,25,1,0,2,3,317.8,4,0,1,2,1,1,1,2,0,1,0,2
178,19,0,0,2,6,325.6,4,0,1,2,1,1,1,2,0,1,0,2
179,18,0,2,0,4,322.8,1,3,2,0,1,1,5,1,0,0,0,2
180,25,0,1,4,5,308.4,4,2,4,3,1,1,10,2,1,1,0,2
181,23,1,0,0,6,303.1,4,2,4,3,1,1,10,0,1,0,0,2
182,21,0,4,0,4,298.1,3,0,1,2,1,1,1,2,1,0,0,2
183,17,0,4,0,3,277.4,2,4,0,1,0,0,30,1,1,0,0,2
184,20,1,1,3,1,291.6,0,4,0,1,0,0,30,2,1,1,0,2
185,22,0,2,4,6,249.2,1,1,3,2,0,1,2,1,0,0,0,2
186,18,0,2,2,1,297.0,3,0,1,2,1,1,1,2,0,0,1,2
187,18,0,1,4,4,270.3,4,2,4,3,1,1,10,2,0,1,0,2
189,24,1,0,0,5,266.9,3,2,4,3,1,1,10,0,1,1,0,2
190,19,0,4,2,5,305.4,0,2,4,3,1,1,10,0,0,1,0,2
191,24,0,1,4,1,341.8,2,1,3,2,0,1,2,2,1,1,0,2
192,24,0,2,0,6,327.5,3,0,1,2,1,1,1,2,0,1,0,2
193,22,0,3,1,5,252.9,2,3,2,0,1,1,5,1,0,0,0,2
194,23,1,2,2,5,270.3,1,1,3,2,0,1,2,0,0,1,0,2
195,21,0,4,1,3,328.2,0,4,0,1,0,0,30,1,0,1,0,2
196,23,0,1,0,2,270.5,0,0,1,2,1,1,1,0,0,1,0,2
197,18,0,3,4,4,293.3,1,1,3,2,0,1,2,0,1,1,1,2
198,22,1,0,3,3,316.5,1,4,0,1,0,0,30,1,0,1,0,2
200,20,0,0,1,3,270.9,2,2,4,3,1,1,10,0,0,1,0,2
201,25,0,0,4,2,303.2,2,3,2,0,1,1,5,1,1,0,1,2
202,20,1,2,4,5,260.0,1,3,2,0,1,1,5,0,1,0,0,2
203,17,0,2,4,5,282.0,0,4,0,1,0,0,30,0,1,1,0,2
204,23,1,3,1,6,309.6,2,4,0,1,0,0,30,2,0,1,1,2
205,21,1,1,4,2,252.2,2,1,3,2,0,1,2,2,0,1,1,2
206,24,1,2,0,2,313.2,4,3,2,0,1,1,5,0,1,0,1,2
207,23,0,0,2,4,299.4,3,1,3,2,0,1,2,0,0,1,1,2
208,24,0,1,0,6,316.6,0,2,4,3,1,1,10,0,0,1,1,2
209,18,1,4,3,3,306.7,1,0,1,2,1,1,1,2,1,0,1,2
211,24,1,4,2,3,340.9,4,1,3,2,0,1,2,2,0,0,1,2
212,22,0,0,0,4,303.8,4,0,1,2,1,1,1,0,0,0,0,2
213,25,0,1,4,5,287.1,4,2,4,3,1,1,10,2,0,1,1,2
214,21,0,0,0,3,303.7,2,4,0,1,0,0,30,0,1,0,1,2
215,20,1,3,3,2,316.3,1,1,3,2,0,1,2,0,0,0,0,2
216,24,1,4,4,5,301.5,2,1,3,2,0,1,2,1,0,0,0,2
217,19,0,0,2,3,301.2,4,4,0,1,0,0,30,2,1,0,0,2
218,21,1,3,0,2,278.9,4,2,4,3,1,1,10,2,0,1,1,2
219,20,0,1,1,5,280.1,0,3,2,0,1,1,5,0,1,1,1,2
220,17,0,2,3,5,257.9,0,2,4,3,1,1,10,1,1,0,1,2
222,24,1,1,3,3,352.5,4,1,3,2,0,1,2,0,0,1,1,2
223,25,0,1,4,3,262.7,3,4,0,1,0,0,30,1,1,1,1,2
224,25,1,4,2,5,279.2,1,1,3,2,0,1,2,0,1,0,1,2
225,18,1,2,1,1,278.4,1,3,2,0,1,1,5,2,0,1,1,2
226,20,0,1,0,1,326.8,3,4,0,1,0,0,30,0,0,0,0,2
227,25,0,4,0,3,291.2,2,4,0,1,0,0,30,2,1,1,0,2
228,19,0,1,0,3,337.4,1,2,4,3,1,1,10,0,0,0,1,2
229,18,0,4,3,2,279.8,1,3,2,0,1,1,5,1,1,1,0,2
230,22,0,1,0,1,308.4,2,1,3,2,0,1,2,1,1,1,0,2
231,23,1,3,3,6,274.9,4,4,0,1,0,0,30,1,1,0,1,2
233,21,0,4,0,5,364.4,2,2,4,3,1,1,10,2,1,0,1,2
234,21,0,2,1,3,264.4,2,2,4,3,1,1,10,0,0,0,0,2
235,24,0,1,4,4,309.3,2,0,1,2,1,1,1,1,1,0,1,2
236,23,0,2,3,3,319.0,2,2,4,3,1,1,10,2,1,1,0,2
237,18,1,3,0,5,312.4,2,1,3,2,0,1,2,0,0,0,1,2
238,21,0,1,2,4,294.4,1,4,0,1,0,0,30,1,1,0,1,2
239,18,0,3,2,3,296.1,1,2,4,3,1,1,10,0,0,0,0,2
240,25,1,0,4,2,301.3,0,3,2,0,1,1,5,1,0,0,1,2
241,17,1,1,0,5,295.6,0,4,0,1,0,0,30,0,0,0,0,2
242,20,0,4,0,6,328.9,2,3,2,0,1,1,5,1,1,1,0,2
244,23,0,0,1,3,366.3,4,2,4,3,1,1,10,0,1,1,1,2
245,17,0,2,1,1,283.3,3,4,0,1,0,0,30,0,0,0,0,2
246,25,1,2,4,3,258.9,3,4,0,1,0,0,30,0,1,1,1,2
247,21,0,0,4,4,297.4,3,4,0,1,0,0,30,0,0,1,0,2
248,17,0,2,0,2,377.4,1,0,1,2,1,1,1,0,1,0,0,2
249,23,1,4,4,4,275.9,4,4,0,1,0,0,30,1,0,1,0,2
250,19,1,3,4,4,349.2,0,4,0,1,0,0,30,0,0,1,0,2
251,18,0,4,4,1,350.3,4,1,3,2,0,1,2,1,1,1,0,2
252,20,0,1,4,3,283.4,2,1,3,2,0,1,2,1,0,0,1,2
253,17,0,0,1,4,317.1,4,0,1,2,1,1,1,1,1,0,0,2
255,25,1,3,4,4,348.9,3,1,3,2,0,1,2,0,1,1,1,2
256,20,1,1,3,6,288.6,2,3,2,0,1,1,5,0,0,0,0,2
257,17,0,0,1,3,293.9,1,3,2,0,1,1,5,0,1,1,1,2
258,20,1,0,1,3,282.5,1,2,4,3,1,1,10,2,1,1,0,2
259,20,1,2,2,6,269.6,3,2,4,3,1,1,10,0,1,0,1,2
260,20,0,4,3,2,280.5,3,4,0,1,0,0,30,1,0,0,1,2
261,19,0,1,4,4,263.3,0,1,3,2,0,1,2,1,1,1,1,2
262,22,1,1,0,2,301.0,2,3,2,0,1,1,5,2,1,0,0,2
263,25,0,2,3,1,276.9,1,3,2,0,1,1,5,0,1,1,1,2
264,23,1,1,1,1,307.0,4,1,3,2,0,1,2,1,0,0,1,2
266,21,0,0,0,5,253.3,0,3,2,0,1,1,5,2,1,1,1,2
267,24,0,2,4,6,309.9,0,2,4,3,1,1,10,0,1,0,1,2
268,18,0,4,3,5,325.0,4,1,3,2,0,1,2,1,1,1,1,2
269,24,0,3,0,2,240.2,2,1,3,2,0,1,2,2,0,1,0,2
270,20,1,1,4,6,311.2,1,2,4,3,1,1,10,1,1,1,1,2
271,24,0,3,3,2,336.8,3,1,3,2,0,1,2,2,0,0,0,2
272,18,0,2,0,2,263.7,0,3,2,0,1,1,5,2,0,0,0,2
273,18,0,2,0,3,350.2,0,1,3,2,0,1,2,2,1,0,0,2
274,18,1,0,2,4,312.6,0,2,4,3,1,1,10,0,1,1,1,2
275,24,0,2,2,6,278.8,2,4,0,1,0,0,30,2,1,1,0,2
277,20,0,2,3,5,298.3,4,3,2,0,1,1,5,1,1,1,1,2
278,25,1,2,4,5,316.7,0,4,0,1,0,0,30,0,0,1,0,2
279,19,0,3,0,1,302.3,0,1,3,2,0,1,2,0,1,1,1,2
280,22,1,4,2,3,316.2,1,3,2,0,1,1,5,2,1,0,0,2
281,17,0,3,4,6,272.4,4,2,4,3,1,1,10,0,0,0,1,2
282,20,1,4,2,2,305.1,1,1,3,2,0,1,2,2,1,1,0,2
283,20,0,3,0,2,257.6,0,2,4,3,1,1,10,2,0,1,1,2
284,24,1,0,0,6,296.7,0,0,1,2,1,1,1,1,1,0,1,2
285,22,0,1,1,6,272.9,4,4,0,1,0,0,30,0,0,0,1,2
286,24,0,3,3,6,277.9,0,0,1,2,1,1,1,2,1,0,1,2
288,23,0,1,2,6,337.1,4,0,1,2,1,1,1,0,0,0,0,2
289,22,1,1,2,3,332.7,1,2,4,3,1,1,10,0,0,0,0,2
290,21,1,0,3,5,318.3,0,1,3,2,0,1,2,2,0,1,0,2
291,18,1,1,4,5,267.2,3,4,0,1,0,0,30,0,0,0,1,2
292,22,0,0,3,6,290.5,1,4,0,1,0,0,30,0,1,0,1,2
293,19,1,4,2,6,336.4,3,3,2,0,1,1,5,0,0,0,1,2
294,22,0,3,0,1,304.3,2,3,2,0,1,1,5,0,0,0,0,2
295,25,0,0,0,3,369.6,4,0,1,2,1,1,1,2,1,0,1,2
296,22,0,1,2,1,311.8,0,3,2,0,1,1,5,2,0,0,1,2
297,21,0,4,0,5,305.8,1,2,4,3,1,1,10,2,0,1,1,2
299,20,0,2,3,2,290.7,3,2,4,3,1,1,10,1,0,0,1,2
300,20,1,1,3,5,304.0,0,4,0,1,0,0,30,1,0,0,1,2
301,23,1,0,2,2,295.4,0,2,4,3,1,1,10,0,0,0,0,2
302,17,1,2,4,5,321.2,4,4,0,1,0,0,30,1,0,0,0,2
303,24,1,3,2,4,328.7,4,0,1,2,1,1,1,1,0,1,1,2
304,25,1,0,4,1,276.4,1,1,3,2,0,1,2,0,0,0,0,2
305,23,0,4,4,4,260.1,2,4,0,1,0,0,30,0,0,0,0,2
306,25,1,1,3,3,244.9,2,4,0,1,0,0,30,1,0,1,1,2
307,24,0,2,2,3,315.2,2,4,0,1,0,0,30,1,0,1,1,2
308,17,0,2,2,4,266.9,3,4,0,1,0,0,30,2,0,0,1,2
310,21,0,1,3,6,235.4,2,3,2,0,1,1,5,1,0,1,1,2
311,21,0,4,4,6,311.7,4,3,2,0,1,1,5,1,0,0,0,2
312,22,1,1,3,5,374.8,3,1,3,2,0,1,2,0,1,0,1,2
313,19,1,1,1,4,299.8,4,4,0,1,0,0,30,0,1,1,1,2
314,23,0,0,4,1,325.2,0,2,4,3,1,1,10,1,0,0,0,2
315,21,0,1,4,1,302.5,4,1,3,2,0,1,2,2,0,0,0,2
316,24,1,2,0,2,297.0,3,3,2,0,1,1,5,1,1,0,0,2
317,19,1,2,2,1,327.6,2,4,0,1,0,0,30,0,1,1,1,2
318,18,1,3,3,4,291.3,0,2,4,3,1,1,10,2,0,1,0,2
319,22,1,0,4,5,308.0,3,1,3,2,0,1,2,1,1,0,1,2
321,21,0,1,0,1,309.7,0,3,2,0,1,1,5,0,1,1,1,2
322,19,0,0,3,5,280.0,1,4,0,1,0,0,30,1,0,1,1,2
323,22,1,3,1,1,329.8,2,3,2,0,1,1,5,0,1,1,1,2
324,25,1,4,3,1,294.8,1,3,2,0,1,1,5,2,0,1,1,2
325,24,1,4,1,6,277.3,2,4,0,1,0,0,30,1,0,0,1,2
326,18,0,2,1,4,316.1,3,3,2,0,1,1,5,1,0,0,0,2
327,20,1,4,3,4,273.0,0,2,4,3,1,1,10,2,1,1,1,2
328,23,1,4,3,6,300.8,3,2,4,3,1,1,10,1,1,1,0,2
329,17,1,1,1,6,299.7,0,3,2,0,1,1,5,0,1,1,0,2
330,20,1,1,1,6,332.6,4,1,3,2,0,1,2,2,1,1,0,2
332,23,1,4,1,3,314.2,2,0,1,2,1,1,1,1,1,1,1,2
333,23,0,3,0,2,299.2,0,1,3,2,0,1,2,0,0,1,0,2
334,24,0,2,2,4,324.5,2,0,1,2,1,1,1,2,0,0,1,2
335,18,1,3,1,6,341.7,4,0,1,2,1,1,1,2,1,1,1,2
336,21,0,4,3,5,316.7,2,1,3,2,0,1,2,2,0,1,0,2
337,20,1,2,2,1,300.3,3,0,1,2,1,1,1,2,0,1,0,2
338,19,1,1,4,1,260.6,3,3,2,0,1,1,5,1,0,1,0,2
339,25,1,3,0,3,268.0,1,4,0,1,0,0,30,2,1,1,1,2
340,22,0,3,2,1,290.8,2,4,0,1,0,0,30,1,0,0,1,2
341,20,0,0,2,2,281.7,4,3,2,0,1,1,5,2,0,1,1,2
343,19,0,1,2,2,294.4,0,0,1,2,1,1,1,0,1,0,1,2
344,22,0,1,4,5,301.7,0,3,2,0,1,1,5,0,1,1,1,2
345,23,1,3,2,1,315.9,0,1,3,2,0,1,2,2,1,1,1,2
346,24,1,0,3,6,297.9,2,0,1,2,1,1,1,2,0,0,0,2
347,25,0,3,4,6,314.6,4,2,4,3,1,1,10,2,0,0,0,2
348,23,0,3,2,4,301.9,2,1,3,2,0,1,2,2,0,1,1,2
349,22,1,0,1,6,240.7,1,3,2,0,1,1,5,0,0,1,1,2
350,22,0,4,1,6,271.8,1,3,2,0,1,1,5,2,1,0,0,2
351,22,0,2,1,2,295.7,4,4,0,1,0,0,30,1,0,1,1,2
352,25,0,4,3,2,263.7,1,2,4,3,1,1,10,2,0,1,1,2
354,23,0,3,1,2,318.0,0,0,1,2,1,1,1,1,1,0,1,2
355,23,1,3,1,4,345.9,2,1,3,2,0,1,2,0,0,1,1,2
356,25,1,1,2,2,336.6,1,3,2,0,1,1,5,0,1,1,0,2
357,22,1,3,4,1,293.6,3,0,1,2,1,1,1,1,0,0,0,2
358,24,0,3,0,3,344.7,0,0,1,2,1,1,1,0,0,0,0,2
359,18,0,3,3,5,304.5,4,0,1,2,1,1,1,1,0,1,0,2
360,18,1,3,1,6,289.9,4,2,4,3,1,1,10,1,0,1,0,2
361,24,1,0,2,4,281.6,0,3,2,0,1,1,5,1,0,1,0,2
362,19,1,2,0,3,290.9,2,4,0,1,0,0,30,2,0,1,1,2
363,18,0,2,1,1,288.4,2,1,3,2,0,1,2,0,1,1,0,2
365,20,0,2,2,5,305.1,2,4,0,1,0,0,30,2,0,1,0,2
366,24,0,4,2,2,304.8,2,2,4,3,1,1,10,1,0,1,0,2
367,19,1,2,2,6,300.1,0,3,2,0,1,1,5,1,0,0,1,2
368,21,0,4,0,2,313.1,1,3,2,0,1,1,5,2,0,0,1,2
369,25,1,0,0,6,335.7,2,3,2,0,1,1,5,2,0,1,0,2
370,17,1,1,4,4,328.5,2,0,1,2,1,1,1,0,1,1,1,2
371,18,1,1,2,3,255.5,0,1,3,2,0,1,2,1,0,1,1,2
372,18,1,3,4,1,223.4,2,4,0,1,0,0,30,1,1,0,1,2
373,20,1,1,2,1,328.0,3,1,3,2,0,1,2,0,0,1,0,2
374,24,1,0,0,6,259.0,1,2,4,3,1,1,10,0,1,1,1,2
376,20,0,3,3,2,293.3,3,3,2,0,1,1,5,0,1,1,1,2
377,20,1,0,3,6,264.9,4,0,1,2,1,1,1,1,0,1,0,2
378,21,0,3,3,4,245.9,4,4,0,1,0,0,30,0,1,0,0,2
379,24,0,1,3,3,316.2,3,2,4,3,1,1,10,1,0,1,1,2
380,22,0,2,2,6,322.8,3,0,1,2,1,1,1,0,0,0,1,2
381,21,0,4,3,4,282.7,2,2,4,3,1,1,10,2,1,0,0,2
382,24,0,4,1,5,222.3,2,1,3,2,0,1,2,1,0,1,0,2
383,17,1,4,1,4,283.6,1,3,2,0,1,1,5,1,1,1,0,2
384,19,1,1,2,3,311.8,4,3,2,0,1,1,5,1,0,0,1,2
385,24,0,3,0,2,255.6,4,3,2,0,1,1,5,2,0,0,1,2
387,19,0,1,0,2,305.5,1,1,3,2,0,1,2,2,1,0,0,2
388,19,1,2,1,3,299.5,0,0,1,2,1,1,1,0,1,0,0,2
389,21,0,2,2,4,317.4,4,3,2,0,1,1,5,1,1,0,0,2
390,24,1,1,1,3,303.6,4,4,0,1,0,0,30,2,0,0,0,2
391,24,0,2,0,2,270.8,4,3,2,0,1,1,5,1,0,0,0,2
392,20,0,2,1,2,335.9,0,1,3,2,0,1,2,2,1,1,1,2
393,18,0,0,3,5,295.2,4,2,4,3,1,1,10,1,0,0,0,2
394,22,1,0,4,4,299.2,2,0,1,2,1,1,1,2,1,1,1,2
395,21,0,0,0,3,272.0,0,0,1,2,1,1,1,2,1,0,1,2
396,20,0,3,1,5,286.7,2,1,3,2,0,1,2,0,0,1,1,2
398,17,1,0,2,3,273.5,4,0,1,2,1,1,1,2,0,1,0,2
399,24,0,1,0,2,294.8,0,3,2,0,1,1,5,2,0,0,1,2
400,19,0,1,2,2,351.4,2,2,4,3,1,1,10,0,1,0,1,2
401,23,1,0,0,5,258.8,4,2,4,3,1,1,10,2,0,0,0,2
402,17,1,3,1,3,251.6,2,1,3,2,0,1,2,0,1,1,0,2
403,20,1,4,0,2,344.1,0,0,1,2,1,1,1,1,0,1,1,2
404,25,1,2,1,4,293.7,1,0,1,2,1,1,1,2,0,1,0,2
405,18,0,3,4,5,279.9,1,1,3,2,0,1,2,1,1,1,1,2
406,17,1,3,4,1,331.2,1,4,0,1,0,0,30,1,1,1,1,2
407,25,0,0,2,3,281.8,1,4,0,1,0,0,30,2,0,0,1,2
409,20,1,2,1,1,354.8,0,4,0,1,0,0,30,1,1,1,1,2
410,23,1,3,3,6,320.3,0,2,4,3,1,1,10,1,1,0,1,2
411,19,1,2,0,3,285.4,0,4,0,1,0,0,30,2,0,0,0,2
412,24,1,0,3,3,364.7,3,1,3,2,0,1,2,2,0,0,0,2
413,20,1,2,0,2,281.8,1,1,3,2,0,1,2,1,1,1,1,2
414,21,1,2,2,3,322.3,3,4,0,1,0,0,30,2,0,0,1,2
415,23,0,0,1,2,309.0,4,0,1,2,1,1,1,1,1,0,0,2
416,18,1,1,3,4,339.1,4,3,2,0,1,1,5,0,1,0,1,2
417,19,1,1,0,3,346.8,1,0,1,2,1,1,1,1,1,0,0,2
418,23,1,4,2,4,301.0,3,1,3,2,0,1,2,0,1,0,0,2
420,17,0,3,2,2,277.4,4,2,4,3,1,1,10,2,1,0,1,2
421,21,1,2,1,6,313.8,0,0,1,2,1,1,1,1,1,0,0,2
422,17,0,0,1,2,279.7,1,1,3,2,0,1,2,1,0,0,1,2
423,21,0,3,0,1,360.4,3,1,3,2,0,1,2,0,1,1,0,2
424,23,0,3,2,2,304.1,3,2,4,3,1,1,10,1,0,0,1,2
425,25,1,4,0,1,289.0,1,2,4,3,1,1,10,0,1,0,0,2
426,23,0,0,0,6,305.5,1,2,4,3,1,1,10,0,0,0,1,2
427,18,0,3,0,6,259.6,2,1,3,2,0,1,2,2,0,0,0,2
428,25,1,2,0,4,270.9,3,3,2,0,1,1,5,0,1,1,0,2
429,18,1,2,2,2,336.0,3,4,0,1,0,0,30,1,1,0,0,2
431,24,1,4,0,5,280.3,4,2,4,3,1,1,10,0,0,1,0,2
432,23,1,3,1,6,268.6,0,4,0,1,0,0,30,2,1,1,0,2
433,18,0,3,1,6,316.1,1,1,3,2,0,1,2,1,0,1,1,2
434,17,1,4,2,5,335.6,4,1,3,2,0,1,2,0,1,1,1,2
435,18,0,4,1,6,321.6,2,1,3,2,0,1,2,1,1,1,0,2
436,21,0,2,3,3,329.9,2,4,0,1,0,0,30,2,0,0,1,2
437,22,0,1,0,5,277.3,3,4,0,1,0,0,30,1,0,0,0,2
438,24,1,0,2,5,257.3,0,3,2,0,1,1,5,1,0,0,0,2
439,18,0,0,0,4,345.0,3,0,1,2,1,1,1,2,1,1,1,2
440,20,0,1,2,4,290.3,2,4,0,1,0,0,30,1,1,0,0,2
442,24,0,2,1,6,292.5,3,4,0,1,0,0,30,1,1,0,1,2
443,21,1,1,0,5,339.8,4,2,4,3,1,1,10,1,0,0,0,2
444,24,0,3,2,1,316.7,3,3,2,0,1,1,5,0,0,1,1,2
445,22,0,3,1,4,313.7,4,1,3,2,0,1,2,1,1,0,1,2
446,24,0,4,1,2,365.0,0,0,1,2,1,1,1,1,1,1,1,2
447,17,0,0,3,6,280.7,1,4,0,1,0,0,30,2,0,1,0,2
448,23,1,3,2,1,327.8,2,0,1,2,1,1,1,1,1,0,0,2
449,25,0,2,0,1,301.7,4,1,3,2,0,1,2,0,0,1,0,2
450,20,1,3,0,6,308.1,3,0,1,2,1,1,1,1,1,0,1,2
451,18,0,2,3,1,345.9,0,3,2,0,1,1,5,2,1,1,1,2
453,20,0,0,1,2,315.2,1,2,4,3,1,1,10,2,1,1,1,2
454,25,1,1,1,2,316.1,4,0,1,2,1,1,1,2,1,1,1,2
455,21,0,1,1,2,332.2,2,4,0,1,0,0,30,1,1,0,1,2
456,24,1,3,1,4,289.1,2,2,4,3,1,1,10,1,0,1,0,2
457,23,1,0,2,2,274.8,1,1,3,2,0,1,2,0,1,0,1,2
458,21,0,4,0,6,268.7,2,1,3,2,0,1,2,1,0,0,0,2
459,24,0,1,1,4,241.0,1,2,4,3,1,1,10,0,0,0,1,2
460,21,0,2,3,5,361.7,2,4,0,1,0,0,30,0,1,1,0,2
461,20,0,2,1,3,266.9,2,2,4,3,1,1,10,1,0,1,0,2
462,21,1,4,3,5,293.4,0,2,4,3,1,1,10,2,0,1,1,2
464,20,1,2,0,4,291.7,3,1,3,2,0,1,2,0,1,1,0,2
465,24,0,3,0,3,309.2,1,3,2,0,1,1,5,1,1,0,0,2
466,20,0,0,1,1,324.5,3,2,4,3,1,1,10,2,0,0,1,2
467,23,0,2,2,5,325.8,2,4,0,1,0,0,30,2,0,1,1,2
468,18,0,1,2,4,282.5,4,3,2,0,1,1,5,2,1,1,1,2
469,23,1,1,3,1,295.0,4,2,4,3,1,1,10,0,1,0,1,2
470,20,1,3,3,1,308.5,2,0,1,2,1,1,1,2,0,0,0,2
471,20,1,0,4,3,292.5,3,4,0,1,0,0,30,1,1,1,0,2
472,18,1,0,4,1,348.2,1,1,3,2,0,1,2,0,1,0,1,2
473,18,1,3,0,5,314.7,4,3,2,0,1,1,5,1,0,1,0,2
475,18,1,0,1,5,322.0,4,4,0,1,0,0,30,2,0,0,1,2
476,20,0,0,3,6,319.9,3,1,3,2,0,1,2,2,0,0,0,2
477,22,1,1,3,1,335.2,1,2,4,3,1,1,10,2,0,0,1,2
478,23,0,3,0,4,305.4,2,1,3,2,0,1,2,1,1,1,0,2
479,18,0,1,1,5,261.1,0,3,2,0,1,1,5,2,0,1,1,2
480,23,1,0,0,4,312.0,1,2,4,3,1,1,10,1,0,0,0,2
481,19,1,2,3,3,280.5,1,1,3,2,0,1,2,2,1,0,1,2
482,19,1,2,3,4,284.1,4,0,1,2,1,1,1,2,1,1,1,2
483,21,1,0,0,1,317.6,1,2,4,3,1,1,10,0,1,0,1,2
484,20,1,2,2,4,337.1,0,1,3,2,0,1,2,2,1,1,1,2
486,17,1,2,2,5,300.6,4,2,4,3,1,1,10,2,1,0,1,2
487,19,1,2,4,3,309.3,1,0,1,2,1,1,1,1,1,1,0,2
488,25,1,0,4,3,351.1,0,0,1,2,1,1,1,1,1,0,1,2
489,21,0,3,1,4,307.2,4,0,1,2,1,1,1,1,1,1,0,2
490,18,0,3,2,6,378.1,0,0,1,2,1,1,1,1,0,1,1,2
491,25,0,2,0,5,317.0,0,3,2,0,1,1,5,2,0,0,0,2
492,19,1,3,2,5,247.2,0,2,4,3,1,1,10,2,0,1,0,2
493,21,0,1,0,1,322.6,1,2,4,3,1,1,10,0,0,0,0,2
494,19,0,0,4,1,311.4,4,1,3,2,0,1,2,1,1,0,0,2
495,24,0,4,4,2,338.7,1,0,1,2,1,1,1,2,0,0,0,2
497,21,0,1,0,4,320.2,4,1,3,2,0,1,2,1,0,1,1,2
498,22,0,1,1,6,295.8,0,3,2,0,1,1,5,2,1,1,0,2
499,17,1,3,3,3,263.3,0,2,4,3,1,1,10,1,0,0,1,2
500,17,0,0,0,1,293.7,0,0,1,2,1,1,1,0,0,1,0,2
501,25,1,0,1,5,274.5,2,2,4,3,1,1,10,2,0,0,1,2
502,22,0,4,4,1,282.6,4,4,0,1,0,0,30,0,1,1,0,2
503,20,1,1,0,1,317.7,2,1,3,2,0,1,2,0,1,0,0,2
504,23,0,3,2,2,350.1,1,1,3,2,0,1,2,2,1,1,1,2
505,24,1,0,2,1,311.8,3,1,3,2,0,1,2,2,1,0,1,2
506,25,0,4,3,3,264.1,1,3,2,0,1,1,5,0,1,0,0,2
508,20,1,0,1,5,313.3,0,4,0,1,0,0,30,0,0,0,1,2
509,21,0,1,4,5,335.9,1,2,4,3,1,1,10,2,1,0,1,2
510,23,0,0,3,2,281.7,3,1,3,2,0,1,2,2,0,1,0,2
511,18,0,1,1,1,296.0,0,2,4,3,1,1,10,1,0,1,0,2
512,22,1,4,4,2,300.4,3,3,2,0,1,1,5,2,0,0,0,2
513,20,0,3,3,4,276.5,1,3,2,0,1,1,5,0,1,1,0,2
514,18,1,1,2,2,319.4,0,2,4,3,1,1,10,0,1,0,0,2
515,17,1,0,4,5,296.4,3,1,3,2,0,1,2,2,1,0,1,2
516,17,1,4,0,3,312.6,0,1,3,2,0,1,2,2,1,0,1,2
517,20,1,0,1,5,273.4,0,0,1,2,1,1,1,1,1,1,1,2
519,19,1,0,3,5,286.9,0,2,4,3,1,1,10,2,0,1,0,2
520,21,1,0,0,6,321.7,1,1,3,2,0,1,2,0,1,1,1,2
521,23,1,4,0,4,288.8,2,3,2,0,1,1,5,2,1,0,0,2
522,17,1,3,2,4,351.8,3,1,3,2,0,1,2,1,0,1,1,2
523,22,1,0,1,2,288.0,2,1,3,2,0,1,2,0,0,1,0,2
524,17,0,3,1,6,306.7,4,0,1,2,1,1,1,0,1,0,0,2
525,19,0,0,1,1,328.0,2,2,4,3,1,1,10,1,0,1,0,2
526,17,1,4,1,2,257.4,2,3,2,0,1,1,5,2,1,0,1,2
527,25,0,4,4,3,247.2,4,3,2,0,1,1,5,1,1,1,1,2
528,22,1,1,1,1,254.2,2,3,2,0,1,1,5,1,1,0,0,2
530,25,1,0,2,2,337.9,0,1,3,2,0,1,2,2,0,0,0,2
531,22,1,0,3,5,283.4,3,4,0,1,0,0,30,2,1,0,0,2
532,24,0,4,2,4,376.7,2,3,2,0,1,1,5,2,1,1,1,2
533,17,1,0,4,3,283.1,3,4,0,1,0,0,30,2,0,0,1,2
534,17,0,2,2,4,305.5,2,0,1,2,1,1,1,1,0,1,0,2
535,23,0,3,3,2,346.3,3,4,0,1,0,0,30,0,1,0,1,2
536,24,1,1,4,6,360.2,2,0,1,2,1,1,1,2,0,1,1,2
537,23,1,3,0,6,361.8,1,1,3,2,0,1,2,2,1,0,1,2
538,18,1,3,2,3,336.3,3,2,4,3,1,1,10,0,0,1,1,2
539,25,1,0,3,1,330.7,3,1,3,2,0,1,2,2,0,0,0,2
541,20,0,1,3,3,317.8,4,0,1,2,1,1,1,1,1,0,0,2
542,24,0,1,0,2,323.4,4,0,1,2,1,1,1,1,0,0,1,2
543,20,0,2,2,1,283.5,4,3,2,0,1,1,5,0,1,0,1,2
544,20,1,1,1,5,275.5,2,3,2,0,1,1,5,2,1,0,0,2
545,23,1,4,1,5,299.9,2,0,1,2,1,1,1,2,1,1,0,2
546,24,0,2,3,1,294.9,0,1,3,2,0,1,2,0,0,1,1,2
547,25,0,4,2,5,286.4,4,0,1,2,1,1,1,1,1,0,0,2
548,19,0,4,1,3,320.9,2,0,1,2,1,1,1,0,1,1,0,2
549,23,1,1,0,3,328.7,2,4,0,1,0,0,30,1,0,0,0,2
